school,age,address,famsize,Pstatus,Medu,Fedu,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,Mjob_'at_home',Mjob_'health',Mjob_'other',Mjob_'services',Mjob_'teacher',Fjob_'at_home',Fjob_'health',Fjob_'other',Fjob_'services',Fjob_'teacher',reason_'course',reason_'home',reason_'other',reason_'reputation',guardian_'father',guardian_'mother',guardian_'other',Gvg,Avgalc,Bum
,18,,,,3,4,1,2,0,0,0,0,1,1,1,1,1,4,3,5,1,4,2,9,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,13.5,2.5,24.5
,17,,,,2,2,2,2,0,0,1,0,1,1,1,1,0,4,5,2,1,1,1,0,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,12.5,1.0,10.0
,16,,,,4,2,1,1,0,0,1,0,1,1,1,1,1,4,3,3,3,4,3,8,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,9.5,3.5,26.0
,15,,,,4,4,1,1,0,0,1,0,0,0,1,1,1,5,4,3,2,4,5,8,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,10.5,3.0,26.0
,15,,,,4,3,1,2,0,0,0,0,0,1,1,1,0,4,4,1,1,1,1,0,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,12.5,1.0,9.0
,18,,,,2,1,3,2,1,0,0,0,1,0,0,1,0,4,4,5,4,4,5,4,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,10.5,4.0,23.0
,18,,,,1,3,2,2,0,0,1,1,0,1,1,0,0,3,3,4,2,4,3,0,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,9.0,3.0,12.0
,16,,,,4,3,2,1,0,1,1,1,1,0,1,1,0,3,3,3,1,1,4,6,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,10.0,1.0,18.0
,16,,,,4,4,1,2,0,0,1,0,0,1,1,0,0,5,3,2,1,3,2,5,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,10.5,2.0,17.5
,17,,,,4,4,2,2,0,0,1,0,0,1,1,1,0,3,3,3,2,3,4,0,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,12.0,2.5,11.0
,18,,,,1,2,3,1,0,0,1,0,1,1,0,1,1,4,3,3,2,3,3,3,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,9.5,2.5,16.5
,18,,,,2,2,1,1,0,0,0,0,0,0,1,1,0,5,4,2,1,2,5,6,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,14.5,1.5,20.0
,16,,,,4,4,1,2,0,0,1,0,1,1,1,1,0,4,2,4,2,4,1,0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,13.0,3.0,11.0
,17,,,,2,1,1,1,0,0,1,0,0,1,1,1,0,5,4,5,1,2,5,22,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,8.0,1.5,44.0
,18,,,,4,4,1,4,0,0,1,0,1,1,0,1,1,5,5,5,5,5,5,2,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,5.5,5.0,19.0
,16,,,,1,2,1,1,0,0,0,0,0,1,1,0,0,4,4,4,2,4,5,4,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,9.5,3.0,20.0
,18,,,,3,4,1,2,0,0,0,0,1,1,1,1,1,4,3,3,1,3,5,6,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,16.0,2.0,19.0
,17,,,,1,2,1,1,0,0,1,0,1,1,1,1,0,5,5,5,5,5,3,4,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,10.5,5.0,25.0
,16,,,,1,1,2,2,0,0,1,0,0,1,1,1,0,3,4,2,1,1,5,2,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,9.0,1.0,12.0
,17,,,,2,3,1,2,0,0,1,0,0,0,1,1,0,5,3,3,1,3,3,0,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,10.5,2.0,10.0
,15,,,,2,2,1,4,0,0,1,0,1,1,1,1,0,5,5,4,1,2,5,6,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,13.5,1.5,18.0
,15,,,,2,2,1,3,0,0,1,0,0,1,1,1,1,4,5,2,1,1,3,0,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,14.0,1.0,9.0
,15,,,,4,4,1,2,0,0,1,0,1,1,1,0,0,3,2,2,1,1,5,8,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,15.0,1.0,19.0
,17,,,,2,2,3,4,1,0,1,0,0,1,1,0,0,1,3,5,3,5,3,2,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,9.0,4.0,17.0
,18,,,,1,1,2,2,0,0,1,0,1,1,1,0,0,4,3,3,1,4,5,6,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,9.5,2.5,20.0
,17,,,,2,1,2,1,1,0,0,1,1,1,0,1,1,3,3,2,2,2,5,8,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,8.0,2.0,25.0
,15,,,,3,4,4,2,0,0,1,0,0,1,1,0,1,5,3,3,1,1,5,2,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,11.5,1.0,11.0
,18,,,,3,2,1,3,0,0,0,0,1,0,1,0,0,5,3,2,1,1,3,2,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,10.5,1.0,10.0
,17,,,,4,3,1,2,0,0,1,1,1,1,1,1,1,5,2,3,1,1,2,4,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,11.0,1.0,13.0
,18,,,,3,2,2,3,0,0,1,0,1,1,1,1,0,5,4,2,1,1,4,0,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,14.5,1.0,8.0
,15,,,,4,3,1,2,0,0,1,0,1,1,1,1,1,4,5,2,1,1,5,0,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,13.5,1.0,10.0
,17,,,,3,4,3,2,0,0,0,0,0,1,1,0,0,5,4,5,2,4,5,2,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,9.5,3.0,16.0
,18,,,,2,1,4,2,0,1,1,0,1,1,1,1,1,4,3,2,4,5,3,2,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,9.5,4.5,18.0
,17,,,,1,2,2,2,0,0,0,0,1,0,1,1,0,4,4,4,4,5,5,16,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,10.5,4.5,40.0
,18,,,,4,4,2,1,0,0,0,0,1,1,1,1,0,3,2,4,1,4,3,6,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,11.5,2.5,20.0
,16,,,,3,3,1,2,1,0,1,0,0,1,1,1,1,4,5,5,4,4,5,0,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,10.0,4.0,18.0
,16,,,,2,2,4,3,0,0,0,0,0,1,1,0,0,5,1,3,2,2,3,0,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,9.5,2.0,7.0
,16,,,,3,4,1,2,0,1,1,1,1,1,1,1,0,5,3,3,1,1,5,2,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,12.0,1.0,11.0
,16,,,,4,4,1,1,0,1,1,0,1,1,1,1,0,4,5,5,5,5,4,12,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,9.0,5.0,37.0
,16,,,,1,1,2,1,0,0,0,0,1,1,1,1,0,4,5,5,2,4,5,0,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,10.0,3.0,15.0
,19,,,,2,1,2,1,3,0,0,0,1,0,0,1,1,4,4,3,1,3,5,4,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,8.5,2.0,24.0
,16,,,,3,1,2,4,0,0,1,0,0,1,1,1,0,4,3,2,1,1,5,2,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,12.0,1.0,9.0
,17,,,,3,2,1,1,0,0,0,0,0,1,1,1,0,4,4,4,3,4,3,18,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,13.0,3.5,42.0
,16,,,,2,1,1,1,1,0,0,0,1,1,1,0,1,4,4,4,3,5,5,6,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,9.5,4.0,27.0
,18,,,,3,2,2,1,0,0,1,0,0,0,1,1,0,2,5,5,5,5,5,8,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,9.5,5.0,31.0
,16,,,,4,4,1,2,0,0,1,1,1,1,1,1,1,4,4,5,5,5,5,4,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,11.5,5.0,23.0
,15,,,,4,4,1,1,0,0,1,1,0,1,1,1,0,5,4,2,1,1,5,0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,11.5,1.0,10.0
,18,,,,1,2,2,1,0,0,0,0,0,0,0,1,0,3,4,4,2,4,4,10,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,10.0,3.0,29.0
,15,,,,2,3,1,2,0,1,0,1,1,1,1,0,0,4,4,4,1,1,1,0,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,7.5,1.0,9.0
,16,,,,1,2,1,1,0,0,1,0,1,1,1,1,1,3,3,3,1,2,3,0,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,9.5,1.5,10.0
,17,,,,3,1,2,1,0,0,0,0,0,0,1,1,0,2,4,5,3,4,2,6,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,10.0,3.5,24.0
,15,,,,4,4,1,2,0,0,1,0,1,1,1,1,0,4,3,3,1,1,5,0,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,14.5,1.0,8.0
